dblp-l3s,acm-rkb
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GodfreySE98,276339
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GoelI96,233318
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Golding95,223865
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GoldmanW00,335422
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GoldsteinL01,375706
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GorelikWD94,191932
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GotoK03,872837
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GoyalHKMS96,233369
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GoyalHKMSZ97,253377
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GravanoCGP97,253299
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GravanoGT94,191869
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Gray95,223864
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GrayHOS96,233330
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GraySEBW94,191886
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GraySSU03,872873
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GreenwaldK01,375670
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Greer99,304242
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GriffinH97,253304
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GriffinL95,223849
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GrossmanHQ95,223901
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GrossmanQ94,191965
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GrumbachRS98,276324
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Grust02,564705
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GuhaJKSY02,564725
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GuhaRS98,276312
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GunopulosD01,375808
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GunopulosKTD00,335448
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GuoSBS03,872762
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GuptaHR97,253366
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GuptaLM03,872869
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GuptaMR95,223817
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GuptaS03,872809
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HaasH01,375800
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HaasH99,304208
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HacigumusILM02,564717
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HammerGIPUW95,223896
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HammerGNYBV97,253395
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Hammond99,304243
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Han96,280351
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HanFHCC94,191979
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HanFWCZK96,280356
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HanKK97,253330
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HanKS97,253404
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HanPDW01,375664
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HanPLJ01,375786
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HanPY00,335372
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HanWDPW02,564781
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HarinarayanRU96,233333
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HeC03,872784
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Hellerstein00,335473
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Hellerstein94,191904
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HellersteinA00,335420
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HellersteinHW97,253291
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HellersteinN96,233359
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HellersteinW02,564788
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HernandezMHYHT01,375767
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HernandezS95,223807
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Hidber99,304195
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HillyerS96,233332
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HinneburgK99,304232
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HinneburgKW02,564784
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HjaltasonS98,276326
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HoAMS97,253274
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Hope95,223861
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HouZ95,223840
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HristidisKP01,375690
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HsiaoCY94,191879
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HsiaoN00,335461
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HsuLG00,336573
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HuangSW94,191845
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HullZ96,233365
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HungYK96,280360
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/HwangLYMMGCSS94,191986
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/IlyasRLGL03,872803
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ImielinskiV95,223885
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ImielinskiVB94,191846
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/IoannidisL94,191870
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/IoannidisLANT97,253415
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/IoannidisP95,223841
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/IpeirotisGS01,375671
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/IvesFFLW99,304209
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/IvesLPST00,335492
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Ivinskis95,223862
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JaedickeM98,276338
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Jagadish94,191991
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JagadishJOT01,375687
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JagadishKS00,335434
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JagadishLMSV99,304194
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JagadishLS99,304186
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JagatheesanR03,872878
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JajodiaSSB97,253364
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Jamil99,304192
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JarkeQBLMS99,304568
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JarkeQCLFLVV00,336570
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Jhingran00,335469
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JohnsonD03,872875
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JonkerS95,223903
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JonssonFS98,276316
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JoshiA01,375673
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/JosifovskiSHL02,564751
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KabraD98,276315
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KalnisNOPT02,564695
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KalnisP01,375712
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KangN03,872783
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KanthAS98,276320
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KanthRA02,564755
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KanthRSB99,304240
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KarbhariRXD02,564773
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KatayamaS97,253347
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KaushikBNK02,564707
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Keim96,280349
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Keim99,304219
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KeimK95,223895
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KementsietsidisAM03,872798
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KemperKM98,276351
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KemperMPS94,191906
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Kennamer98,276373
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KeoghCMP01,375680
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KiepuszewskiMO98,276379
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KiesslingHFE01,375754
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Kim94,191938
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KimC03,872829
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KimCK01,375679
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Kleissner95,223875
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Kohler99,304241
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KornackerMH97,253272
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KornackerSH98,276384
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KornJF97,253332
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KornM00,335415
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KornMZ03,872868
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KotidisR98,276327
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KotidisR99,304215
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KoudasS03,872871
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KoudasS97,253340
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Kramer97,253372
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KriegelBKPS03,872828
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KriegelMPS01,375777
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KrishnamurthyBN99,304235
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KrishnanVI96,233341
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KrollW94,191891
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/KuhnTS94,191963
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Kulkarni94,191935
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LabioWGG00,335379
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LabioYG99,304216
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LabioZWGGW97,253405
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LabrinidisR00,335430
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LacroixSC98,276385
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LahiriG01,375751
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LahiriJJC98,276366
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LakhamrajuRSS00,335381
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LakshmananNHP99,304196
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LakshmananPZ03,872768
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LakshmananPZ03a,872843
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LamCKNH01,375779
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LangS01,375716
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Larson01,375792
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LarsonG03,872848
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LarsonG98,276346
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Lassettre98,276371
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LaursenOP94,191933
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LazaridisM01,375718
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LeeKC99,304200
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LeeKOTM00,335416
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LeeWMS01,375709
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LeflerSW96,280354
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LehnerSPC00,335454
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Levine95,223878
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiBCS00,336583
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LibkinMW96,233335
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiBKN03,872820
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiC95,223897
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiCHH97,253384
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiefkeS00,335405
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiGS02,564711
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiS98,276374
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiskovACDGGMMS96,233346
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LitwinS00,335418
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiuFP03,872846
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiuHBPT99,304570
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiuPBHPT00,336579
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiuPTBBZBHY98,276376
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiVCAHMWBCHIKSS99,304578
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LivnyRBCDLMW97,253335
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LivnyRBCDLMW97a,253379
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LiYVGPUV98,276382
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LlirbatFS97,253357
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Lomet00,335378
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LometT03,872806
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LometT99,304189
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LometW98,276345
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LoR94,191881
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LoR96,233337
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LuMSS95,223850
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LuoEHN02,564721
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LuoKMPWLN02,564763
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/LuWYBLY02,564785
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MaddenFHH03,872817
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MaddenH02,564776
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MaddenSHR02,564698
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Maguire01,375742
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MaheshwariL97,253338
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Mamoulis03,872778
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MamoulisP99,304183
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MankuRL99,304204
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MaratheS99,304211
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MarklL02,564766
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Martin94,191936
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MassariPSC95,223890
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MatiasVW98,276344
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MattosM95,223881
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MayrS99,304213
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/McAuliffeCS96,233355
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/McIverK94,191924
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MeccaAMMS98,276375
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Melling94,191948
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MelnikRB03,872782
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MerialdoAMMP00,335497
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Meseck01,375745
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Miller98,276322
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MiloAABN03,872793
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MinPC03,872775
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MissikoffT94,191958
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MistryRSR01,375703
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MogiK96,233331
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Mohan01,375798
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Mohan02,564796
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Mohan94,191990
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Mohan96,280350
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Mohan99,304230
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MohanN94,191849
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MoleskyR95,223786
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MoonSL00,335428
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MoonWH02,564735
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Moore95,223859
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MorpainCFP96,233362
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MotakisZ97,253359
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MumickP94,191860
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/MumickQM97,253277
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Mylopoulos98,276349
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NatsevRS99,304217
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NaumanS98,276369
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NazeriBO01,375743
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NestorovAM98,276331
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NgLHM99,304575
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NgLHP98,276307
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NgLK98,276364
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NguyenACP01,375723
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NguyenS96,233371
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NgWY01,375666
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Nori00,335474
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Norrie95,223883
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/NybergBCGL94,191884
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/OConnellISWABCCLPWW96,233321
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/OhHP00,335436
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Ojjeh99,304245
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Olson95,223873
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/OlstonJW03,872825
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/OlstonW02,564701
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/OlstonWACELSS98,276377
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/OlstonWL01,375710
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ONeilQ97,253268
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/OoiTZGLLLNSWZ03,872845
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/OrdonezC00,335468
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/OriaOILY00,336589
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/OzdenRSS96,233322
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Ozsu99,304228
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PadmanabhanBMCH03,872835
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PalmerF00,335384
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PangCL94,191882
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PapadiasTFS03,872814
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PapadiasTSE95,223798
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PapadopoulosM98,276325
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PapakonstantinouPV02,564714
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PapakonstantinouV99,304222
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PaparizosACJLNPSWWY03,872862
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ParkCY95,223813
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ParkKKLPC98,276387
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PatelD96,233338
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PatelYKTNBHRLEKGDN97,253342
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PeiMHZ00,336572
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PengC03,872810
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Perna95,223872
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PhanN02,564783
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PiatkoYLS96,280352
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Pirahesh94,191941
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PolyzotisG02,564733
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PonnekantiK00,335462
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PoosalaIHS96,233342
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PopaDST00,335421
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/PossSKL02,564759
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ProcopiucJAM02,564739
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/QuassW97,253352
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/QuassWGHLMNRRAUW96,280355
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/QunLO03,872776
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RadekeBBEKKN95,223894
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RafieiM97,253264
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RajagopalanML98,276342
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Rajaraman99,304246
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Ramakrishnan00,335471
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RamakrishnanD98,276361
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Ramanan02,564726
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RamanH02,564723
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RamaswamyK95,223809
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RamaswamyRS00,335437
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RaoBG96,233334
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RaoR00,335449
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RaoR98,276309
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RaoZML02,564757
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ReinwaldP98,276356
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ReissK03,872804
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ReveszCKLLW00,336590
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RiedelFGN00,335375
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RiedewaldAA02,564694
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RinfretOO01,375669
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Rodriguez-Martinez00,336575
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RodriguezR00,335413
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Rosenthal01,375796
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Ross00,335457
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RossSS96,233361
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RothAHCCFSTW96,280363
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RoussopoulosKR97,253276
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RoussopoulosKS99,304584
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RoussopoulosKV95,223794
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RoySSB00,335419
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RundensteinerCCSO00,335496
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RundensteinerCLCZNJLW99,304579
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RundensteinerKRCJM96,280361
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RundensteinerKZWLLN99,304574
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/RundensteinerWYD02,564786
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/SagonasSW94,191927
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/SagonasSW94a,191970
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Sahuguet01,375757
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/SalemBCL00,335393
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/SaltenisJLL00,335427
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Sarawagi00,336564
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/SarawagiTA98,276335
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/SchleimerWA03,872770
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/SchusterW01,375728
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/SeidlK98,276319
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/SelfridgeSW96,233315
